application_date,segment,branch_id,state,zone,case_count
15-01-2019,2,,GUJARAT,,190
16-01-2019,2,,GUJARAT,,466
17-01-2019,2,,GUJARAT,,619
18-01-2019,2,,GUJARAT,,507
19-01-2019,2,,GUJARAT,,539
20-01-2019,2,,GUJARAT,,119
21-01-2019,2,,GUJARAT,,538
22-01-2019,2,,GUJARAT,,533
23-01-2019,2,,GUJARAT,,505
24-01-2019,2,,GUJARAT,,543
25-01-2019,2,,GUJARAT,,475
26-01-2019,2,,GUJARAT,,278
27-01-2019,2,,GUJARAT,,162
28-01-2019,2,,GUJARAT,,349
29-01-2019,2,,GUJARAT,,236
30-01-2019,2,,GUJARAT,,91
31-01-2019,2,,GUJARAT,,28
01-02-2019,2,,GUJARAT,,170
02-02-2019,2,,GUJARAT,,180
03-02-2019,2,,GUJARAT,,48
04-02-2019,2,,GUJARAT,,180
05-02-2019,2,,GUJARAT,,108
06-02-2019,2,,GUJARAT,,90
07-02-2019,2,,GUJARAT,,150
08-02-2019,2,,GUJARAT,,97
09-02-2019,2,,GUJARAT,,124
10-02-2019,2,,GUJARAT,,52
11-02-2019,2,,GUJARAT,,266
12-02-2019,2,,GUJARAT,,270
13-02-2019,2,,GUJARAT,,415
14-02-2019,2,,GUJARAT,,402
15-02-2019,2,,GUJARAT,,407
16-02-2019,2,,GUJARAT,,420
17-02-2019,2,,GUJARAT,,132
18-02-2019,2,,GUJARAT,,325
19-02-2019,2,,GUJARAT,,418
20-02-2019,2,,GUJARAT,,360
21-02-2019,2,,GUJARAT,,377
22-02-2019,2,,GUJARAT,,303
23-02-2019,2,,GUJARAT,,284
24-02-2019,2,,GUJARAT,,183
25-02-2019,2,,GUJARAT,,174
26-02-2019,2,,GUJARAT,,233
27-02-2019,2,,GUJARAT,,112
28-02-2019,2,,GUJARAT,,98
01-03-2019,2,,GUJARAT,,135
02-03-2019,2,,GUJARAT,,155
03-03-2019,2,,GUJARAT,,114
04-03-2019,2,,GUJARAT,,151
05-03-2019,2,,GUJARAT,,166
06-03-2019,2,,GUJARAT,,150
07-03-2019,2,,GUJARAT,,190
08-03-2019,2,,GUJARAT,,262
09-03-2019,2,,GUJARAT,,109
10-03-2019,2,,GUJARAT,,117
11-03-2019,2,,GUJARAT,,433
12-03-2019,2,,GUJARAT,,560
13-03-2019,2,,GUJARAT,,703
14-03-2019,2,,GUJARAT,,645
15-03-2019,2,,GUJARAT,,619
16-03-2019,2,,GUJARAT,,985
17-03-2019,2,,GUJARAT,,677
18-03-2019,2,,GUJARAT,,697
19-03-2019,2,,GUJARAT,,650
20-03-2019,2,,GUJARAT,,438
21-03-2019,2,,GUJARAT,,68
22-03-2019,2,,GUJARAT,,625
23-03-2019,2,,GUJARAT,,783
24-03-2019,2,,GUJARAT,,874
25-03-2019,2,,GUJARAT,,546
26-03-2019,2,,GUJARAT,,649
27-03-2019,2,,GUJARAT,,532
28-03-2019,2,,GUJARAT,,499
29-03-2019,2,,GUJARAT,,293
30-03-2019,2,,GUJARAT,,90
31-03-2019,2,,GUJARAT,,8
01-04-2019,2,,GUJARAT,,38
02-04-2019,2,,GUJARAT,,69
03-04-2019,2,,GUJARAT,,115
04-04-2019,2,,GUJARAT,,128
05-04-2019,2,,GUJARAT,,126
06-04-2019,2,,GUJARAT,,159
07-04-2019,2,,GUJARAT,,186
08-04-2019,2,,GUJARAT,,168
09-04-2019,2,,GUJARAT,,172
10-04-2019,2,,GUJARAT,,133
11-04-2019,2,,GUJARAT,,623
12-04-2019,2,,GUJARAT,,454
13-04-2019,2,,GUJARAT,,538
14-04-2019,2,,GUJARAT,,69
15-04-2019,2,,GUJARAT,,635
16-04-2019,2,,GUJARAT,,607
17-04-2019,2,,GUJARAT,,694
18-04-2019,2,,GUJARAT,,528
19-04-2019,2,,GUJARAT,,558
20-04-2019,2,,GUJARAT,,573
21-04-2019,2,,GUJARAT,,302
22-04-2019,2,,GUJARAT,,610
23-04-2019,2,,GUJARAT,,81
24-04-2019,2,,GUJARAT,,462
25-04-2019,2,,GUJARAT,,491
26-04-2019,2,,GUJARAT,,367
27-04-2019,2,,GUJARAT,,266
28-04-2019,2,,GUJARAT,,104
29-04-2019,2,,GUJARAT,,67
30-04-2019,2,,GUJARAT,,82
01-05-2019,2,,GUJARAT,,179
02-05-2019,2,,GUJARAT,,146
03-05-2019,2,,GUJARAT,,139
04-05-2019,2,,GUJARAT,,139
05-05-2019,2,,GUJARAT,,79
06-05-2019,2,,GUJARAT,,79
07-05-2019,2,,GUJARAT,,55
08-05-2019,2,,GUJARAT,,130
09-05-2019,2,,GUJARAT,,87
10-05-2019,2,,GUJARAT,,78
11-05-2019,2,,GUJARAT,,468
12-05-2019,2,,GUJARAT,,92
13-05-2019,2,,GUJARAT,,538
14-05-2019,2,,GUJARAT,,563
15-05-2019,2,,GUJARAT,,433
16-05-2019,2,,GUJARAT,,562
17-05-2019,2,,GUJARAT,,600
18-05-2019,2,,GUJARAT,,798
19-05-2019,2,,GUJARAT,,226
20-05-2019,2,,GUJARAT,,820
21-05-2019,2,,GUJARAT,,888
22-05-2019,2,,GUJARAT,,769
23-05-2019,2,,GUJARAT,,766
24-05-2019,2,,GUJARAT,,627
25-05-2019,2,,GUJARAT,,459
26-05-2019,2,,GUJARAT,,161
27-05-2019,2,,GUJARAT,,428
28-05-2019,2,,GUJARAT,,384
29-05-2019,2,,GUJARAT,,269
30-05-2019,2,,GUJARAT,,150
31-05-2019,2,,GUJARAT,,243
01-06-2019,2,,GUJARAT,,255
02-06-2019,2,,GUJARAT,,94
03-06-2019,2,,GUJARAT,,146
04-06-2019,2,,GUJARAT,,121
05-06-2019,2,,GUJARAT,,82
06-06-2019,2,,GUJARAT,,112
07-06-2019,2,,GUJARAT,,88
08-06-2019,2,,GUJARAT,,73
09-06-2019,2,,GUJARAT,,86
10-06-2019,2,,GUJARAT,,95
11-06-2019,2,,GUJARAT,,549
12-06-2019,2,,GUJARAT,,721
13-06-2019,2,,GUJARAT,,796
14-06-2019,2,,GUJARAT,,733
15-06-2019,2,,GUJARAT,,627
16-06-2019,2,,GUJARAT,,66
17-06-2019,2,,GUJARAT,,703
18-06-2019,2,,GUJARAT,,668
19-06-2019,2,,GUJARAT,,710
20-06-2019,2,,GUJARAT,,638
21-06-2019,2,,GUJARAT,,592
22-06-2019,2,,GUJARAT,,573
23-06-2019,2,,GUJARAT,,36
24-06-2019,2,,GUJARAT,,534
25-06-2019,2,,GUJARAT,,444
26-06-2019,2,,GUJARAT,,443
27-06-2019,2,,GUJARAT,,378
28-06-2019,2,,GUJARAT,,149
29-06-2019,2,,GUJARAT,,215
30-06-2019,2,,GUJARAT,,23
01-04-2017,2,,HARYANA,,0
02-04-2017,2,,HARYANA,,0
03-04-2017,2,,HARYANA,,0
04-04-2017,2,,HARYANA,,0
05-04-2017,2,,HARYANA,,0
06-04-2017,2,,HARYANA,,0
07-04-2017,2,,HARYANA,,0
08-04-2017,2,,HARYANA,,0
09-04-2017,2,,HARYANA,,0
10-04-2017,2,,HARYANA,,0
11-04-2017,2,,HARYANA,,0
12-04-2017,2,,HARYANA,,0
13-04-2017,2,,HARYANA,,0
14-04-2017,2,,HARYANA,,0
15-04-2017,2,,HARYANA,,0
16-04-2017,2,,HARYANA,,0
17-04-2017,2,,HARYANA,,0
18-04-2017,2,,HARYANA,,0
19-04-2017,2,,HARYANA,,0
20-04-2017,2,,HARYANA,,0
21-04-2017,2,,HARYANA,,0
22-04-2017,2,,HARYANA,,0
23-04-2017,2,,HARYANA,,0
24-04-2017,2,,HARYANA,,0
25-04-2017,2,,HARYANA,,0
26-04-2017,2,,HARYANA,,0
27-04-2017,2,,HARYANA,,0
28-04-2017,2,,HARYANA,,0
29-04-2017,2,,HARYANA,,0
30-04-2017,2,,HARYANA,,0
01-05-2017,2,,HARYANA,,0
02-05-2017,2,,HARYANA,,0
03-05-2017,2,,HARYANA,,0
04-05-2017,2,,HARYANA,,0
05-05-2017,2,,HARYANA,,0
06-05-2017,2,,HARYANA,,0
07-05-2017,2,,HARYANA,,0
08-05-2017,2,,HARYANA,,0
09-05-2017,2,,HARYANA,,0
10-05-2017,2,,HARYANA,,0
11-05-2017,2,,HARYANA,,0
12-05-2017,2,,HARYANA,,0
13-05-2017,2,,HARYANA,,0
14-05-2017,2,,HARYANA,,0
15-05-2017,2,,HARYANA,,0
16-05-2017,2,,HARYANA,,0
17-05-2017,2,,HARYANA,,0
18-05-2017,2,,HARYANA,,0
19-05-2017,2,,HARYANA,,0
20-05-2017,2,,HARYANA,,0
21-05-2017,2,,HARYANA,,0
22-05-2017,2,,HARYANA,,0
23-05-2017,2,,HARYANA,,0
24-05-2017,2,,HARYANA,,0
25-05-2017,2,,HARYANA,,0
26-05-2017,2,,HARYANA,,0
27-05-2017,2,,HARYANA,,0
28-05-2017,2,,HARYANA,,0
29-05-2017,2,,HARYANA,,0
30-05-2017,2,,HARYANA,,0
31-05-2017,2,,HARYANA,,0
01-06-2017,2,,HARYANA,,0
02-06-2017,2,,HARYANA,,0
03-06-2017,2,,HARYANA,,0
04-06-2017,2,,HARYANA,,0
05-06-2017,2,,HARYANA,,0
06-06-2017,2,,HARYANA,,0
07-06-2017,2,,HARYANA,,0
08-06-2017,2,,HARYANA,,0
09-06-2017,2,,HARYANA,,0
10-06-2017,2,,HARYANA,,0
11-06-2017,2,,HARYANA,,0
12-06-2017,2,,HARYANA,,0
13-06-2017,2,,HARYANA,,0
14-06-2017,2,,HARYANA,,0
15-06-2017,2,,HARYANA,,0
16-06-2017,2,,HARYANA,,0
17-06-2017,2,,HARYANA,,0
18-06-2017,2,,HARYANA,,0
19-06-2017,2,,HARYANA,,0
20-06-2017,2,,HARYANA,,0
21-06-2017,2,,HARYANA,,0
22-06-2017,2,,HARYANA,,0
23-06-2017,2,,HARYANA,,0
24-06-2017,2,,HARYANA,,0
25-06-2017,2,,HARYANA,,0
26-06-2017,2,,HARYANA,,0
27-06-2017,2,,HARYANA,,0
28-06-2017,2,,HARYANA,,0
29-06-2017,2,,HARYANA,,0
30-06-2017,2,,HARYANA,,0
01-07-2017,2,,HARYANA,,0
02-07-2017,2,,HARYANA,,0
03-07-2017,2,,HARYANA,,0
04-07-2017,2,,HARYANA,,0
05-07-2017,2,,HARYANA,,0
06-07-2017,2,,HARYANA,,0
07-07-2017,2,,HARYANA,,0
08-07-2017,2,,HARYANA,,0
09-07-2017,2,,HARYANA,,0
10-07-2017,2,,HARYANA,,0
11-07-2017,2,,HARYANA,,0
12-07-2017,2,,HARYANA,,0
13-07-2017,2,,HARYANA,,0
14-07-2017,2,,HARYANA,,0
15-07-2017,2,,HARYANA,,0
16-07-2017,2,,HARYANA,,0
17-07-2017,2,,HARYANA,,0
18-07-2017,2,,HARYANA,,0
19-07-2017,2,,HARYANA,,0
20-07-2017,2,,HARYANA,,0
21-07-2017,2,,HARYANA,,0
22-07-2017,2,,HARYANA,,0
23-07-2017,2,,HARYANA,,0
24-07-2017,2,,HARYANA,,0
25-07-2017,2,,HARYANA,,0
26-07-2017,2,,HARYANA,,0
27-07-2017,2,,HARYANA,,0
28-07-2017,2,,HARYANA,,0
29-07-2017,2,,HARYANA,,0
30-07-2017,2,,HARYANA,,0
31-07-2017,2,,HARYANA,,0
01-08-2017,2,,HARYANA,,0
02-08-2017,2,,HARYANA,,0
03-08-2017,2,,HARYANA,,0
04-08-2017,2,,HARYANA,,0
05-08-2017,2,,HARYANA,,0
06-08-2017,2,,HARYANA,,0
07-08-2017,2,,HARYANA,,0
08-08-2017,2,,HARYANA,,0
09-08-2017,2,,HARYANA,,0
10-08-2017,2,,HARYANA,,0
11-08-2017,2,,HARYANA,,0
12-08-2017,2,,HARYANA,,0
13-08-2017,2,,HARYANA,,0
14-08-2017,2,,HARYANA,,0
15-08-2017,2,,HARYANA,,0
16-08-2017,2,,HARYANA,,0
17-08-2017,2,,HARYANA,,0
18-08-2017,2,,HARYANA,,0
19-08-2017,2,,HARYANA,,0
20-08-2017,2,,HARYANA,,0
21-08-2017,2,,HARYANA,,0
22-08-2017,2,,HARYANA,,0
23-08-2017,2,,HARYANA,,0
24-08-2017,2,,HARYANA,,0
25-08-2017,2,,HARYANA,,0
26-08-2017,2,,HARYANA,,0
27-08-2017,2,,HARYANA,,0
28-08-2017,2,,HARYANA,,0
29-08-2017,2,,HARYANA,,0
30-08-2017,2,,HARYANA,,0
31-08-2017,2,,HARYANA,,0
01-09-2017,2,,HARYANA,,0
02-09-2017,2,,HARYANA,,0
03-09-2017,2,,HARYANA,,0
04-09-2017,2,,HARYANA,,0
05-09-2017,2,,HARYANA,,0
06-09-2017,2,,HARYANA,,0
07-09-2017,2,,HARYANA,,0
08-09-2017,2,,HARYANA,,0
09-09-2017,2,,HARYANA,,0
10-09-2017,2,,HARYANA,,0
11-09-2017,2,,HARYANA,,0
12-09-2017,2,,HARYANA,,0
13-09-2017,2,,HARYANA,,0
14-09-2017,2,,HARYANA,,0
15-09-2017,2,,HARYANA,,0
16-09-2017,2,,HARYANA,,0
17-09-2017,2,,HARYANA,,0
18-09-2017,2,,HARYANA,,0
19-09-2017,2,,HARYANA,,0
20-09-2017,2,,HARYANA,,0
21-09-2017,2,,HARYANA,,0
22-09-2017,2,,HARYANA,,0
23-09-2017,2,,HARYANA,,0
24-09-2017,2,,HARYANA,,0
25-09-2017,2,,HARYANA,,0
26-09-2017,2,,HARYANA,,0
27-09-2017,2,,HARYANA,,0
28-09-2017,2,,HARYANA,,0
29-09-2017,2,,HARYANA,,0
30-09-2017,2,,HARYANA,,0
01-10-2017,2,,HARYANA,,0
02-10-2017,2,,HARYANA,,0
03-10-2017,2,,HARYANA,,0
04-10-2017,2,,HARYANA,,0
05-10-2017,2,,HARYANA,,0
06-10-2017,2,,HARYANA,,0
07-10-2017,2,,HARYANA,,0
08-10-2017,2,,HARYANA,,0
09-10-2017,2,,HARYANA,,0
10-10-2017,2,,HARYANA,,0
11-10-2017,2,,HARYANA,,0
12-10-2017,2,,HARYANA,,0
13-10-2017,2,,HARYANA,,0
14-10-2017,2,,HARYANA,,0
15-10-2017,2,,HARYANA,,0
16-10-2017,2,,HARYANA,,0
17-10-2017,2,,HARYANA,,0
18-10-2017,2,,HARYANA,,0
19-10-2017,2,,HARYANA,,0
20-10-2017,2,,HARYANA,,0
21-10-2017,2,,HARYANA,,0
22-10-2017,2,,HARYANA,,0
23-10-2017,2,,HARYANA,,0
24-10-2017,2,,HARYANA,,0
25-10-2017,2,,HARYANA,,0
26-10-2017,2,,HARYANA,,0
27-10-2017,2,,HARYANA,,0
28-10-2017,2,,HARYANA,,0
29-10-2017,2,,HARYANA,,0
30-10-2017,2,,HARYANA,,0
31-10-2017,2,,HARYANA,,0
01-11-2017,2,,HARYANA,,0
02-11-2017,2,,HARYANA,,0
03-11-2017,2,,HARYANA,,0
04-11-2017,2,,HARYANA,,0
05-11-2017,2,,HARYANA,,0
06-11-2017,2,,HARYANA,,0
07-11-2017,2,,HARYANA,,0
08-11-2017,2,,HARYANA,,0
09-11-2017,2,,HARYANA,,0
10-11-2017,2,,HARYANA,,0
11-11-2017,2,,HARYANA,,0
12-11-2017,2,,HARYANA,,0
13-11-2017,2,,HARYANA,,0
14-11-2017,2,,HARYANA,,0
15-11-2017,2,,HARYANA,,0
16-11-2017,2,,HARYANA,,0
17-11-2017,2,,HARYANA,,0
18-11-2017,2,,HARYANA,,0
19-11-2017,2,,HARYANA,,0
20-11-2017,2,,HARYANA,,0
21-11-2017,2,,HARYANA,,0
22-11-2017,2,,HARYANA,,0
23-11-2017,2,,HARYANA,,0
24-11-2017,2,,HARYANA,,0
25-11-2017,2,,HARYANA,,0
26-11-2017,2,,HARYANA,,0
27-11-2017,2,,HARYANA,,0
28-11-2017,2,,HARYANA,,0
29-11-2017,2,,HARYANA,,0
30-11-2017,2,,HARYANA,,0
01-12-2017,2,,HARYANA,,0
02-12-2017,2,,HARYANA,,0
03-12-2017,2,,HARYANA,,0
04-12-2017,2,,HARYANA,,0
05-12-2017,2,,HARYANA,,0
06-12-2017,2,,HARYANA,,0
07-12-2017,2,,HARYANA,,0
08-12-2017,2,,HARYANA,,0
09-12-2017,2,,HARYANA,,0
10-12-2017,2,,HARYANA,,0
11-12-2017,2,,HARYANA,,0
12-12-2017,2,,HARYANA,,0
13-12-2017,2,,HARYANA,,0
14-12-2017,2,,HARYANA,,0
15-12-2017,2,,HARYANA,,0
16-12-2017,2,,HARYANA,,0
17-12-2017,2,,HARYANA,,0
18-12-2017,2,,HARYANA,,0
19-12-2017,2,,HARYANA,,0
20-12-2017,2,,HARYANA,,0
21-12-2017,2,,HARYANA,,0
22-12-2017,2,,HARYANA,,0
23-12-2017,2,,HARYANA,,0
24-12-2017,2,,HARYANA,,0
25-12-2017,2,,HARYANA,,0
26-12-2017,2,,HARYANA,,0
27-12-2017,2,,HARYANA,,0
28-12-2017,2,,HARYANA,,0
29-12-2017,2,,HARYANA,,0
30-12-2017,2,,HARYANA,,0
31-12-2017,2,,HARYANA,,0
01-01-2018,2,,HARYANA,,0
02-01-2018,2,,HARYANA,,0
03-01-2018,2,,HARYANA,,0
04-01-2018,2,,HARYANA,,0
05-01-2018,2,,HARYANA,,0
06-01-2018,2,,HARYANA,,0
07-01-2018,2,,HARYANA,,0
08-01-2018,2,,HARYANA,,0
09-01-2018,2,,HARYANA,,0
10-01-2018,2,,HARYANA,,0
11-01-2018,2,,HARYANA,,0
12-01-2018,2,,HARYANA,,0
13-01-2018,2,,HARYANA,,0
14-01-2018,2,,HARYANA,,0
15-01-2018,2,,HARYANA,,0
16-01-2018,2,,HARYANA,,0
17-01-2018,2,,HARYANA,,0
18-01-2018,2,,HARYANA,,0
19-01-2018,2,,HARYANA,,0
20-01-2018,2,,HARYANA,,0
21-01-2018,2,,HARYANA,,0
22-01-2018,2,,HARYANA,,0
23-01-2018,2,,HARYANA,,0
24-01-2018,2,,HARYANA,,0
25-01-2018,2,,HARYANA,,0
26-01-2018,2,,HARYANA,,0
27-01-2018,2,,HARYANA,,0
28-01-2018,2,,HARYANA,,0
29-01-2018,2,,HARYANA,,0
30-01-2018,2,,HARYANA,,0
31-01-2018,2,,HARYANA,,0
01-02-2018,2,,HARYANA,,0
02-02-2018,2,,HARYANA,,0
03-02-2018,2,,HARYANA,,0
04-02-2018,2,,HARYANA,,0
05-02-2018,2,,HARYANA,,0
06-02-2018,2,,HARYANA,,0
07-02-2018,2,,HARYANA,,0
08-02-2018,2,,HARYANA,,0
09-02-2018,2,,HARYANA,,0
10-02-2018,2,,HARYANA,,0
11-02-2018,2,,HARYANA,,0
12-02-2018,2,,HARYANA,,0
13-02-2018,2,,HARYANA,,0
14-02-2018,2,,HARYANA,,0
15-02-2018,2,,HARYANA,,0
16-02-2018,2,,HARYANA,,0
17-02-2018,2,,HARYANA,,0
18-02-2018,2,,HARYANA,,0
19-02-2018,2,,HARYANA,,0
20-02-2018,2,,HARYANA,,0
21-02-2018,2,,HARYANA,,0
22-02-2018,2,,HARYANA,,0
23-02-2018,2,,HARYANA,,0
24-02-2018,2,,HARYANA,,0
25-02-2018,2,,HARYANA,,0
26-02-2018,2,,HARYANA,,0
27-02-2018,2,,HARYANA,,0
28-02-2018,2,,HARYANA,,0
01-03-2018,2,,HARYANA,,0
02-03-2018,2,,HARYANA,,0
03-03-2018,2,,HARYANA,,0
04-03-2018,2,,HARYANA,,0
05-03-2018,2,,HARYANA,,0
06-03-2018,2,,HARYANA,,0
07-03-2018,2,,HARYANA,,0
08-03-2018,2,,HARYANA,,0
09-03-2018,2,,HARYANA,,0
10-03-2018,2,,HARYANA,,0
11-03-2018,2,,HARYANA,,0
12-03-2018,2,,HARYANA,,0
13-03-2018,2,,HARYANA,,0
14-03-2018,2,,HARYANA,,0
15-03-2018,2,,HARYANA,,0
16-03-2018,2,,HARYANA,,0
17-03-2018,2,,HARYANA,,0
18-03-2018,2,,HARYANA,,0
19-03-2018,2,,HARYANA,,0
20-03-2018,2,,HARYANA,,0
21-03-2018,2,,HARYANA,,0
22-03-2018,2,,HARYANA,,0
23-03-2018,2,,HARYANA,,0
24-03-2018,2,,HARYANA,,0
25-03-2018,2,,HARYANA,,0
26-03-2018,2,,HARYANA,,0
27-03-2018,2,,HARYANA,,0
28-03-2018,2,,HARYANA,,0
29-03-2018,2,,HARYANA,,0
30-03-2018,2,,HARYANA,,0
31-03-2018,2,,HARYANA,,0
01-04-2018,2,,HARYANA,,0
02-04-2018,2,,HARYANA,,0
03-04-2018,2,,HARYANA,,0
04-04-2018,2,,HARYANA,,0
05-04-2018,2,,HARYANA,,0
06-04-2018,2,,HARYANA,,0
07-04-2018,2,,HARYANA,,0
08-04-2018,2,,HARYANA,,0
09-04-2018,2,,HARYANA,,0
10-04-2018,2,,HARYANA,,0
11-04-2018,2,,HARYANA,,0
12-04-2018,2,,HARYANA,,0
13-04-2018,2,,HARYANA,,0
14-04-2018,2,,HARYANA,,0
15-04-2018,2,,HARYANA,,0
16-04-2018,2,,HARYANA,,0
17-04-2018,2,,HARYANA,,0
18-04-2018,2,,HARYANA,,0
19-04-2018,2,,HARYANA,,0
20-04-2018,2,,HARYANA,,0
21-04-2018,2,,HARYANA,,0
22-04-2018,2,,HARYANA,,0
23-04-2018,2,,HARYANA,,0
24-04-2018,2,,HARYANA,,0
25-04-2018,2,,HARYANA,,0
26-04-2018,2,,HARYANA,,0
27-04-2018,2,,HARYANA,,0
28-04-2018,2,,HARYANA,,0
29-04-2018,2,,HARYANA,,0
30-04-2018,2,,HARYANA,,0
01-05-2018,2,,HARYANA,,0
02-05-2018,2,,HARYANA,,0
03-05-2018,2,,HARYANA,,0
04-05-2018,2,,HARYANA,,0
05-05-2018,2,,HARYANA,,0
06-05-2018,2,,HARYANA,,0
07-05-2018,2,,HARYANA,,0
08-05-2018,2,,HARYANA,,0
09-05-2018,2,,HARYANA,,0
10-05-2018,2,,HARYANA,,0
11-05-2018,2,,HARYANA,,0
12-05-2018,2,,HARYANA,,0
13-05-2018,2,,HARYANA,,0
14-05-2018,2,,HARYANA,,0
15-05-2018,2,,HARYANA,,0
16-05-2018,2,,HARYANA,,0
17-05-2018,2,,HARYANA,,0
18-05-2018,2,,HARYANA,,0
19-05-2018,2,,HARYANA,,0
20-05-2018,2,,HARYANA,,0
21-05-2018,2,,HARYANA,,0
22-05-2018,2,,HARYANA,,0
23-05-2018,2,,HARYANA,,0
24-05-2018,2,,HARYANA,,0
25-05-2018,2,,HARYANA,,0
26-05-2018,2,,HARYANA,,0
27-05-2018,2,,HARYANA,,0
28-05-2018,2,,HARYANA,,0
29-05-2018,2,,HARYANA,,0
30-05-2018,2,,HARYANA,,0
31-05-2018,2,,HARYANA,,0
01-06-2018,2,,HARYANA,,0
02-06-2018,2,,HARYANA,,0
03-06-2018,2,,HARYANA,,0
04-06-2018,2,,HARYANA,,0
05-06-2018,2,,HARYANA,,0
06-06-2018,2,,HARYANA,,0
07-06-2018,2,,HARYANA,,0
08-06-2018,2,,HARYANA,,0
09-06-2018,2,,HARYANA,,0
10-06-2018,2,,HARYANA,,0
11-06-2018,2,,HARYANA,,0
12-06-2018,2,,HARYANA,,0
13-06-2018,2,,HARYANA,,0
14-06-2018,2,,HARYANA,,0
15-06-2018,2,,HARYANA,,0
16-06-2018,2,,HARYANA,,0
17-06-2018,2,,HARYANA,,0
18-06-2018,2,,HARYANA,,0
19-06-2018,2,,HARYANA,,0
20-06-2018,2,,HARYANA,,0
21-06-2018,2,,HARYANA,,0
22-06-2018,2,,HARYANA,,0
23-06-2018,2,,HARYANA,,0
24-06-2018,2,,HARYANA,,0
25-06-2018,2,,HARYANA,,0
26-06-2018,2,,HARYANA,,0
27-06-2018,2,,HARYANA,,0
28-06-2018,2,,HARYANA,,0
29-06-2018,2,,HARYANA,,0
30-06-2018,2,,HARYANA,,0
01-07-2018,2,,HARYANA,,0
02-07-2018,2,,HARYANA,,0
03-07-2018,2,,HARYANA,,0
04-07-2018,2,,HARYANA,,0
05-07-2018,2,,HARYANA,,0
06-07-2018,2,,HARYANA,,0
07-07-2018,2,,HARYANA,,0
08-07-2018,2,,HARYANA,,0
09-07-2018,2,,HARYANA,,0
10-07-2018,2,,HARYANA,,0
11-07-2018,2,,HARYANA,,0
12-07-2018,2,,HARYANA,,0
13-07-2018,2,,HARYANA,,0
14-07-2018,2,,HARYANA,,0
15-07-2018,2,,HARYANA,,0
16-07-2018,2,,HARYANA,,0
17-07-2018,2,,HARYANA,,0
18-07-2018,2,,HARYANA,,0
19-07-2018,2,,HARYANA,,0
20-07-2018,2,,HARYANA,,0
21-07-2018,2,,HARYANA,,0
22-07-2018,2,,HARYANA,,0
23-07-2018,2,,HARYANA,,0
24-07-2018,2,,HARYANA,,0
25-07-2018,2,,HARYANA,,0
26-07-2018,2,,HARYANA,,0
27-07-2018,2,,HARYANA,,0
28-07-2018,2,,HARYANA,,0
29-07-2018,2,,HARYANA,,0
30-07-2018,2,,HARYANA,,0
31-07-2018,2,,HARYANA,,0
01-08-2018,2,,HARYANA,,0
02-08-2018,2,,HARYANA,,0
03-08-2018,2,,HARYANA,,0
04-08-2018,2,,HARYANA,,0
05-08-2018,2,,HARYANA,,0
06-08-2018,2,,HARYANA,,0
07-08-2018,2,,HARYANA,,0
08-08-2018,2,,HARYANA,,0
09-08-2018,2,,HARYANA,,0
10-08-2018,2,,HARYANA,,0
11-08-2018,2,,HARYANA,,0
12-08-2018,2,,HARYANA,,0
13-08-2018,2,,HARYANA,,0
14-08-2018,2,,HARYANA,,0
15-08-2018,2,,HARYANA,,0
16-08-2018,2,,HARYANA,,0
17-08-2018,2,,HARYANA,,0
18-08-2018,2,,HARYANA,,0
19-08-2018,2,,HARYANA,,0
20-08-2018,2,,HARYANA,,0
21-08-2018,2,,HARYANA,,0
22-08-2018,2,,HARYANA,,0
23-08-2018,2,,HARYANA,,0
24-08-2018,2,,HARYANA,,0
25-08-2018,2,,HARYANA,,0
26-08-2018,2,,HARYANA,,0
27-08-2018,2,,HARYANA,,0
28-08-2018,2,,HARYANA,,0
29-08-2018,2,,HARYANA,,0
30-08-2018,2,,HARYANA,,0
31-08-2018,2,,HARYANA,,0
01-09-2018,2,,HARYANA,,0
02-09-2018,2,,HARYANA,,0
03-09-2018,2,,HARYANA,,0
04-09-2018,2,,HARYANA,,0
05-09-2018,2,,HARYANA,,0
06-09-2018,2,,HARYANA,,0
07-09-2018,2,,HARYANA,,0
08-09-2018,2,,HARYANA,,0
09-09-2018,2,,HARYANA,,0
10-09-2018,2,,HARYANA,,0
11-09-2018,2,,HARYANA,,0
12-09-2018,2,,HARYANA,,0
13-09-2018,2,,HARYANA,,0
14-09-2018,2,,HARYANA,,0
15-09-2018,2,,HARYANA,,0
16-09-2018,2,,HARYANA,,0
17-09-2018,2,,HARYANA,,0
18-09-2018,2,,HARYANA,,0
19-09-2018,2,,HARYANA,,0
20-09-2018,2,,HARYANA,,0
21-09-2018,2,,HARYANA,,0
22-09-2018,2,,HARYANA,,0
23-09-2018,2,,HARYANA,,0
24-09-2018,2,,HARYANA,,0
25-09-2018,2,,HARYANA,,0
26-09-2018,2,,HARYANA,,0
27-09-2018,2,,HARYANA,,0
28-09-2018,2,,HARYANA,,0
29-09-2018,2,,HARYANA,,0
30-09-2018,2,,HARYANA,,0
01-10-2018,2,,HARYANA,,0
02-10-2018,2,,HARYANA,,0
03-10-2018,2,,HARYANA,,0
04-10-2018,2,,HARYANA,,0
05-10-2018,2,,HARYANA,,0
06-10-2018,2,,HARYANA,,0
07-10-2018,2,,HARYANA,,0
08-10-2018,2,,HARYANA,,0
09-10-2018,2,,HARYANA,,0
10-10-2018,2,,HARYANA,,0
11-10-2018,2,,HARYANA,,0
